permutation,permutation_count,permutation_size
make an atonement for her and she shall be,2,9
make an atonement for himself and for his house,2,9
male or female he shall offer it without blemish,2,9
man for thou regardest not the person of men,2,9
many nations and great kings shall serve themselves of,2,9
mary magdalene and mary the mother of james and,2,9
master what shall i do to inherit eternal life,2,9
me go up against this land and destroy it,2,9
me we trust in the lord our god is,2,9
mephibosheth the son of jonathan the son of saul,2,9
my statutes and keep my judgments and do them,2,9
my voice out of his temple and my cry,2,9
nebuchadrezzar the king of babylon my servant and will,2,9
neither will i have pity but i will recompense,2,9
not that jesus christ is come in the flesh,2,9
not to the right hand nor to the left,2,9
now it came to pass when they had heard,2,9
now learn a parable of the fig tree when,2,9
now the rest of the acts of jehoiakim and,2,9
now the rest of the acts of josiah and,2,9
now the rest of the acts of manasseh and,2,9
of a truth lord the kings of assyria have,2,9
of another curtain in the coupling of the second,2,9
of flour mingled with oil three tenth deals unto,2,9
of him or the son of man that thou,2,9
of israel whom i commanded to feed my people,2,9
of it and a cubit and a half the,2,9
of it the horns thereof were of the same,2,9
of joshua the son of josedech the high priest,2,9
of moab is laid waste and brought to silence,2,9
of ramah and gaba six hundred twenty and one,2,9
of rehoboth by the river reigned in his stead,2,9
of solomon the son of david king of israel,2,9
of the children of benjamin according to their families,2,9
of the children of israel and the stranger that,2,9
of the children of israel shall keep himself to,2,9
of the congregation and the glory of the lord,2,9
of the door of the tabernacle of the congregation,2,9
of the flesh of the sacrifice of peace offerings,2,9
of the gate of the city and the two,2,9
of the holy things which the children of israel,2,9
of the house of saul that i may shew,2,9
of the house of the lord and all the,2,9
of the house of the lord and for all,2,9
of the lord as the waters cover the sea,2,9
of the lord which he spake by his servant,2,9
of the mountain that lieth before the valley of,2,9
of the oil thereof with all the frankincense thereof,2,9
of the sons of aaron the priests which were,2,9
of the wine of the wrath of her fornication,2,9
off her ass and caleb said unto her what,2,9
offered burnt offerings and peace offerings before the lord,2,9
offering of the people and make an atonement for,2,9
offering unto the lord to make an atonement for,2,9
on her face and bowed herself to the ground,2,9
on the fourteenth day of the month at even,2,9
on the right hand and on the left and,2,9
one on this side and another on that side,2,9
one on thy right hand and the other on,2,9
one ram seven lambs of the first year without,2,9
one to another what manner of man is this,2,9
or to do evil to save life or to,2,9
out of all countries whither i have driven them,2,9
out of the body i cannot tell god knoweth,2,9
out of the hand of the king of syria,2,9
out of the land of egypt unto this day,2,9
people that are upon the face of the earth,2,9
pharaoh and all his multitude saith the lord god,2,9
pharaoh and say unto him thus saith the lord,2,9
put i pray thee thy hand under my thigh,2,9
ran violently down a steep place into the sea,2,9
rebel against the commandment of the lord then shall,2,9
rebelled against the commandment of the lord your god,2,9
resurrection of the dead i am called in question,2,9
said is this thy voice my son david and,2,9
said that he would dwell in the thick darkness,2,9
said unto him behold thy mother and thy brethren,2,9
said unto him i have heard thy prayer and,2,9
said unto the angel that talked with me what,2,9
said unto them verily i say unto you that,2,9
saith the lord god repent and turn yourselves from,2,9
saith unto them verily i say unto you that,2,9
saul to gibeah saying doth not david hide himself,2,9
say in his heart my lord delayeth his coming,2,9
say thou unto them thus saith the lord god,2,9
say unto him thus saith the lord god of,2,9
saying behold we are thy bone and thy flesh,2,9
saying cursed be the man that eateth any food,2,9
saying is it lawful to heal on the sabbath,2,9
saying let us go and serve other gods which,2,9
saying who made thee a ruler and a judge,2,9
saying whomsoever i shall kiss that same is he,2,9
scribe of the law of the god of heaven,2,9
see the son of man coming in the clouds,2,9
seek the lord and his strength seek his face,2,9
send away the ark of the god of israel,2,9
servant of the high priest and cut off his,2,9
servants the dream and we will shew the interpretation,2,9
seven brethren and the first took a wife and,2,9
shall ask a petition of any god or man,2,9
shall be as dung upon the face of the,2,9
shall be ashamed of me and of my words,2,9
shall be the plague wherewith the lord will smite,2,9
shall kill him and the third day he shall,2,9
shall know that i the lord have spoken it,2,9
shall look on the plague and behold if the,2,9
shall prepare his burnt offering and his peace offerings,2,9
shall take of the blood of the bullock and,2,9
shall the son of man be ashamed when he,2,9
shekels of silver after the shekel of the sanctuary,2,9
shut up in the court of the prison saying,2,9
side shall be the standard of the camp of,2,9
since the day that i brought forth my people,2,9
sit in darkness and in the shadow of death,2,9
sleep a perpetual sleep and not wake saith the,2,9
slept with his fathers and was buried in samaria,2,9
smite the shepherd and the sheep shall be scattered,2,9
smote all the firstborn in the land of egypt,2,9
smote him and his sons and all his people,2,9
so is a parable in the mouth of fools,2,9
so jeroboam and all the people came to rehoboam,2,9
so shalt thou put evil away from among you,2,9
so that the priests could not stand to minister,2,9
so that thy children take heed to their way,2,9
so the servants of king hezekiah came to isaiah,2,9
son of man speak unto the house of israel,2,9
speak unto the children of israel that they bring,2,9
stood before solomon his father while he yet lived,2,9
such as went forth to battle expert in war,2,9
sworn unto them by the lord god of israel,2,9
tables of stone even the tables of the covenant,2,9
tables of stone written with the finger of god,2,9
taketh with him peter and james and john and,2,9
ten in a cubit compassing the sea round about,2,9
tenth deal for one lamb throughout the seven lambs,2,9
that all the men of the tower of shechem,2,9
that if the goodman of the house had known,2,9
that jesus christ is come in the flesh is,2,9
that nahash the king of the children of ammon,2,9
that seek after my soul let them be turned,2,9
that the plague may be stayed from the people,2,9
that they might know that i am the lord,2,9
that thou mayest know that there is none like,2,9
that thou mayest observe to do according to all,2,9
that ye may know that i am the lord,2,9
the angel that talked with me went forth and,2,9
the ark of the covenant of the lord came,2,9
the ark of the covenant of the lord of,2,9
the ark wherein is the covenant of the lord,2,9
